name,business_status,price_level,place_id,rating,types,lat,lng,open,neighborhood,pull_date,pull_datetime,pull_week
Seawalk,OPERATIONAL,2,ChIJhTKflvjzwokR9F_zpPR7dxo,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8668027,-73.92852839999999,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Guadalupe Restaurant,OPERATIONAL,2,ChIJv-bh-PbzwokR-AR_g9KRXLY,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8673791,-73.9206974,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Beans and Vines,OPERATIONAL,2,ChIJTaniGPjzwokR0CCnk5OnNOI,4.5,"c(""cafe"", ""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8664087,-73.925449,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
RAICES RESTAURANT,OPERATIONAL,2,ChIJ1UzSXPbzwokRusThyyHwsPg,4.2,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8664614,-73.9200457,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Unique,OPERATIONAL,NA,ChIJEyAHVazzwokRqeDuj6t3bvo,4.7,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8669843,-73.9209449,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Tryon Public House,OPERATIONAL,2,ChIJ44_9bwf0wokR1KavbylvSlc,4.4,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8650136,-73.9278636,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Indian Road Cafe,OPERATIONAL,2,ChIJcxSIIPLzwokRv6sz1q2Sxgc,4.4,"c(""cafe"", ""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8728492,-73.9183465,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Taqueria Emilio,OPERATIONAL,NA,ChIJtQupQ_bzwokR1zGJQAvFso4,4.4,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8662563,-73.9200295,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Brown Sugar Bar & Restaurant,CLOSED_TEMPORARILY,2,ChIJT40YdfPzwokRohbdynCkc5g,4.2,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8699263,-73.9154588,FALSE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Cañave,OPERATIONAL,2,ChIJyylCGFn1wokRtf1VaOzHlAk,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8645407,-73.9288904,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Tannat,OPERATIONAL,NA,ChIJ5dAFbAf0wokRnzzsTHELmR8,4.7,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8647879,-73.9282418,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Garden Café,OPERATIONAL,2,ChIJ6TCT6PbzwokRfsZUbEWFNWk,4.3,"c(""cafe"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8681653,-73.92052799999999,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Mamajuana Cafe,OPERATIONAL,2,ChIJ4SwImvjzwokReBpQlpMwuYw,4.1,"c(""cafe"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8664891,-73.9280265,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Il Sole,OPERATIONAL,2,ChIJU967hPjzwokRsmZImZzGggw,4.1,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8661547,-73.9276251,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Pizza Palace,OPERATIONAL,1,ChIJkXfgMAb0wokR6dl8IQPbmhI,4.7,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8624833,-73.9250977,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
The Hudson,OPERATIONAL,2,ChIJGfQD5f7zwokRvKJ7ouEAXXQ,3.9,"c(""night_club"", ""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.868965,-73.931878,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Bocaditos Bistro,OPERATIONAL,2,ChIJD6voiPfzwokR8Z2OcFVNnLU,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8668707,-73.9239955,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Pat'e Palo Bar & Grill,OPERATIONAL,2,ChIJoYE5l_jzwokRzEUu3nKSI0Y,4.1,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8665494,-73.9282128,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
The Park View,CLOSED_TEMPORARILY,2,ChIJewQRgfjzwokRWbgK1sCTzd4,4.1,"c(""restaurant"", ""cafe"", ""bar"", ""food"", ""point_of_interest"", ""establishment"")",40.8657639,-73.9272682,FALSE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Papasito,OPERATIONAL,2,ChIJobAU-ST2wokRxSQ2IhzFyCk,4.1,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.865912,-73.927437,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Mamasushi,OPERATIONAL,2,ChIJPfElm_jzwokR5ydaVGeUVI4,4.1,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8668027,-73.92852839999999,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Inwood Bar & Grill,OPERATIONAL,2,ChIJrY34o_fzwokRWEo4U7Aw8r8,4.6,"c(""night_club"", ""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8673791,-73.9206974,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Dyckman Express,OPERATIONAL,1,ChIJr05wJAb0wokREaqqcm-gFvg,4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8664087,-73.925449,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Grandpa's Brick Oven Pizza,OPERATIONAL,1,ChIJQZshvvbzwokRyi-Ol3UYiXc,4,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8664614,-73.9200457,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Cachapas y Mas,OPERATIONAL,1,ChIJ2wU1Owb0wokRSpCLX-FXJtM,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8669843,-73.9209449,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Burgos Restaurant cafe,OPERATIONAL,NA,ChIJtaupggf0wokRvKf2IGq7JCY,4.5,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8650136,-73.9278636,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Boca Chica Seafood,OPERATIONAL,NA,ChIJ1zmOU_bzwokRx89eaDxJ9Hg,4.6,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8728492,-73.9183465,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Luxor NY,OPERATIONAL,NA,ChIJxeZxsYn1wokRJz_z8FVl-BM,4.7,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8662563,-73.9200295,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Galicia Tapas,OPERATIONAL,NA,ChIJM72y7c_zwokR5GE8rEiyNRQ,4.8,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8699263,-73.9154588,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Lina Restaurant,OPERATIONAL,NA,ChIJ50OCI_v1wokRTj1fTZzahXE,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8645407,-73.9288904,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Pick and Eat,CLOSED_TEMPORARILY,NA,ChIJkUNlAvfzwokRm68a1AGf-IY,4.1,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8647879,-73.9282418,FALSE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Floridita,OPERATIONAL,1,ChIJ9Rxc7wn0wokRlifW8HEx9ts,4.1,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8681653,-73.92052799999999,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
La Lomita,OPERATIONAL,NA,ChIJc_UZ4wn0wokRdyu5vv_v3QU,4.3,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment"")",40.8664891,-73.9280265,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Capitol Diner,OPERATIONAL,2,ChIJp11EAvfzwokRUmGuEM_ogMA,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8661547,-73.9276251,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Patacon Pisao Truck,OPERATIONAL,1,ChIJLxQhFgn0wokR5DjeAD5Fdao,4.7,"c(""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8624833,-73.9250977,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
La Nueva España,OPERATIONAL,2,ChIJ9XXu_vbzwokR5oc5Xx1PqHw,4.1,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.868965,-73.931878,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Dyckman Dogs,OPERATIONAL,NA,ChIJKdDZRp71wokRctyCTW3l5R4,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8668707,-73.9239955,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Yummy Thai,OPERATIONAL,2,ChIJF_AN5vbzwokRbc-YF7tU2GY,3.9,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8665494,-73.9282128,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Lotus Express,OPERATIONAL,NA,ChIJH2stGfjzwokRCJVwVUMX5hs,4.3,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8657639,-73.9272682,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Fresh Tortillas,OPERATIONAL,1,ChIJ9zd--PbzwokRc34p1TDbIYQ,4.3,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.865912,-73.927437,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Pop & Pour,OPERATIONAL,2,ChIJs1HUdwf0wokR1wNhRa3h_Ng,4.4,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8668027,-73.92852839999999,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Genesis Restaurante Ecuatoriano,OPERATIONAL,2,ChIJRcO5P_bzwokR7V0Ww88c-Io,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8673791,-73.9206974,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Cachapas y Mas Express,OPERATIONAL,NA,ChIJizFMJAb0wokRE3du7FpPDnk,4.6,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8664087,-73.925449,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Stop 809,OPERATIONAL,NA,ChIJizUiFfbzwokRzfZLWlFkOnA,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8664614,-73.9200457,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
El nuevo valle seafood Restaurant,OPERATIONAL,1,ChIJ1f2_FPbzwokR_KA4AWMggY4,4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8669843,-73.9209449,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Jimbos Hamburger Palace,OPERATIONAL,1,ChIJXUlqLgb0wokRphGZJ5Yym7I,4.3,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8650136,-73.9278636,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
International Food House,OPERATIONAL,2,ChIJ-d6Wfwf0wokRQgNFx3gqVKc,3.9,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8728492,-73.9183465,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Elsa La Reina del Chicharron,OPERATIONAL,2,ChIJH2stGfjzwokR8FZeRLxjKbY,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8662563,-73.9200295,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
La Essencia Restaurant,OPERATIONAL,NA,ChIJx_SfBvPzwokRnSde5HfaEO0,4.2,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8699263,-73.9154588,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
El Nuevo Sabor,OPERATIONAL,1,ChIJG26Zd_PzwokRI8344Ilcd9k,4.4,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8645407,-73.9288904,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Enjoy Kitchen & Bar NYC,OPERATIONAL,NA,ChIJOY_m8hrzwokRI7vVg9icqMk,4.7,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8647879,-73.9282418,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Junior's Tacos,OPERATIONAL,NA,ChIJuREEdPbzwokRTTSTKPhBOW0,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8681653,-73.92052799999999,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Noel's Pizza,OPERATIONAL,1,ChIJ4UVEUfbzwokRQw9lvqkfbMc,4.3,"c(""meal_delivery"", ""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8664891,-73.9280265,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Sushi Mambo,OPERATIONAL,2,ChIJs5p-Fwn0wokRxUUU9ofZZME,3.9,"c(""restaurant"", ""bar"", ""food"", ""point_of_interest"", ""establishment"")",40.8661547,-73.9276251,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
"Tenth Avenue | Rooftop Bar, Eatery and Pizzeria",OPERATIONAL,NA,ChIJvQx5fTr1wokR_pqyIlF764A,4.4,"c(""restaurant"", ""night_club"", ""bar"", ""food"", ""point_of_interest"", ""establishment"")",40.8624833,-73.9250977,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Roof top Republica,OPERATIONAL,2,ChIJ1RfMugf0wokR9plYzcTb04Y,3.9,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.868965,-73.931878,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Cocina Taller,OPERATIONAL,2,ChIJrYzJbwn0wokR6-C5xjtZXA8,4.2,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8668707,-73.9239955,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Hang Lee,OPERATIONAL,1,ChIJ0azOnPfzwokR9zub6QGo8AE,4,"c(""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8665494,-73.9282128,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Albert's Mofongo,OPERATIONAL,2,ChIJE7cVf_jzwokR3fydAxAp-t4,3.7,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8657639,-73.9272682,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Cocina Latina,OPERATIONAL,1,ChIJF1muovbzwokRPR4nlL73TCA,4.1,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.865912,-73.927437,TRUE,Inwood,2020-05-23,2020-05-24T00:32:29Z,NA
Saggio,OPERATIONAL,2,ChIJEc6ZPKH2wokRZyyIzHgixT4,4.4,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8514028,-73.9395667,TRUE,Washington Heights,2020-05-23,2020-05-24T00:32:29Z,NA
Le Chéile,OPERATIONAL,2,ChIJpSkMPqH2wokRfy_b2yucueE,4.4,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.851512,-73.940018,TRUE,Washington Heights,2020-05-23,2020-05-24T00:32:29Z,NA
The Pandering Pig,OPERATIONAL,NA,ChIJoadLoaf2wokRv9bdP2ubeP4,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8550243,-73.9378072,TRUE,Washington Heights,2020-05-23,2020-05-24T00:32:29Z,NA
Malecon,OPERATIONAL,2,ChIJHyYvn5_2wokRKyOPOJ53zWQ,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8464014,-73.9386195,TRUE,Washington Heights,2020-05-23,2020-05-24T00:32:29Z,NA
Grito,OPERATIONAL,1,ChIJv9RUfBz0wokRlJBZJatkRqM,4.3,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8536433,-73.93088550000002,TRUE,Washington Heights,2020-05-23,2020-05-24T00:32:29Z,NA
Manolo Tapas,CLOSED_TEMPORARILY,2,ChIJxw-fiJ_2wokRM3GLb_T9TWU,4.5,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.84721800000001,-73.938372,FALSE,Washington Heights,2020-05-23,2020-05-24T00:32:29Z,NA
Terravita NYC,OPERATIONAL,2,ChIJASsUtcD3wokRZQaPJocnxPs,4.6,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8480855,-73.9380734,TRUE,Washington Heights,2020-05-23,2020-05-24T00:32:29Z,NA
Las Palmas,OPERATIONAL,1,ChIJLWnBuoT2wokR9uPC3rzQv64,4.2,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.837658,-73.942561,TRUE,Washington Heights,2020-05-23,2020-05-24T00:32:29Z,NA
Coogans,OPERATIONAL,2,ChIJHyfONpz2wokRdQfhPI8qQzI,4.2,"c(""cafe"", ""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8416667,-73.93972219999999,TRUE,Washington Heights,2020-05-23,2020-05-24T00:32:29Z,NA
Burger Heights,OPERATIONAL,2,ChIJs-9xRx70wokRxtyqt-f6z4g,4.4,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8472474,-73.9368648,TRUE,Washington Heights,2020-05-23,2020-05-24T00:32:29Z,NA
Fort Washington Public House,OPERATIONAL,2,ChIJE-iZ8mr3wokRtuUpEY3tuM4,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8389251,-73.9410236,TRUE,Washington Heights,2020-05-23,2020-05-24T00:32:29Z,NA
Tampopo Ramen,OPERATIONAL,2,ChIJFxsXmaD2wokRfqXPG2eCyDY,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.850689,-73.93645599999999,TRUE,Washington Heights,2020-05-23,2020-05-24T00:32:29Z,NA
La Barca Restaurant,OPERATIONAL,1,ChIJectupoT2wokRYCeTGuF6xlQ,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8374464,-73.9420766,TRUE,Washington Heights,2020-05-23,2020-05-24T00:32:29Z,NA
Blue Mountain Heights,OPERATIONAL,NA,ChIJr14j-4P2wokRIgceLNYTSto,4.3,"c(""cafe"", ""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment"")",40.8334982,-73.9411958,TRUE,Washington Heights,2020-05-23,2020-05-24T00:32:29Z,NA
Zoe Restaurant Bar & Lounge,OPERATIONAL,2,ChIJO6vLYhz0wokRkE8K0jQhLWk,4.4,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8537026,-73.9308509,TRUE,Washington Heights,2020-05-23,2020-05-24T00:32:29Z,NA
Floridita,OPERATIONAL,1,ChIJJZEViZ_2wokRgvvjktJT_B8,4.2,"c(""meal_delivery"", ""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8471617,-73.9378019,TRUE,Washington Heights,2020-05-23,2020-05-24T00:32:29Z,NA
Pocion Lounge,CLOSED_TEMPORARILY,2,ChIJS_noKaD2wokR2r1TzwTnJMI,4.6,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8475529,-73.9384493,FALSE,Washington Heights,2020-05-23,2020-05-24T00:32:29Z,NA
181 Cabrini,OPERATIONAL,2,ChIJkQJbFKH2wokRgm5xHrUxe4U,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8511718,-73.9401541,TRUE,Washington Heights,2020-05-23,2020-05-24T00:32:29Z,NA
Sapito's Sports Cantina,OPERATIONAL,2,ChIJRdaWjp_2wokRLciNiADlfzo,4.1,"c(""night_club"", ""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.84704259999999,-73.9379494,TRUE,Washington Heights,2020-05-23,2020-05-24T00:32:29Z,NA
Aquamarina,OPERATIONAL,1,ChIJd1zsYp72wokRwz63Od6BK24,4.2,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8433196,-73.9388948,TRUE,Washington Heights,2020-05-23,2020-05-24T00:32:29Z,NA
SUROSS Thai Bistro,OPERATIONAL,NA,ChIJx27u5M_3wokRdbJYkahMNA0,4.6,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8514028,-73.9395667,TRUE,Washington Heights,2020-05-23,2020-05-24T00:32:29Z,NA
Golan Heights,OPERATIONAL,1,ChIJxYms2hv0wokRPJroa2sqA84,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.851512,-73.940018,TRUE,Washington Heights,2020-05-23,2020-05-24T00:32:29Z,NA
Hudson View,OPERATIONAL,2,ChIJNdjH6KD2wokRGfGnTcpM4AQ,4,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8550243,-73.9378072,TRUE,Washington Heights,2020-05-23,2020-05-24T00:32:29Z,NA
Aladdin Grill and Rice,OPERATIONAL,1,ChIJo_p-7aD2wokRlS0ea6qFUts,4.7,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8464014,-73.9386195,TRUE,Washington Heights,2020-05-23,2020-05-24T00:32:29Z,NA
Kismat Indian Restaurant,OPERATIONAL,2,ChIJAVwsl6f2wokR7o-m7mgeq5Q,4.1,"c(""meal_delivery"", ""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8536433,-73.93088550000002,TRUE,Washington Heights,2020-05-23,2020-05-24T00:32:29Z,NA
Refried Beans Mexican Grill,OPERATIONAL,2,ChIJXZVvmaf2wokRacWfxkg-vng,4.3,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.84721800000001,-73.938372,TRUE,Washington Heights,2020-05-23,2020-05-24T00:32:29Z,NA
Dallas BBQ Washington Heights,OPERATIONAL,2,ChIJ1Tldkpz2wokR1BvQMWlaoOs,4.1,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8480855,-73.9380734,TRUE,Washington Heights,2020-05-23,2020-05-24T00:32:29Z,NA
BURGERS & GRILL,OPERATIONAL,NA,ChIJMwMe3Bv0wokRcgTSg4RGOIM,4.5,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.837658,-73.942561,TRUE,Washington Heights,2020-05-23,2020-05-24T00:32:29Z,NA
Locksmith Bar,OPERATIONAL,2,ChIJ8eptJAP0wokRedQqUtMxdYM,4.4,"c(""restaurant"", ""bar"", ""food"", ""point_of_interest"", ""establishment"")",40.8416667,-73.93972219999999,TRUE,Washington Heights,2020-05-23,2020-05-24T00:32:29Z,NA
Tasty Deli,OPERATIONAL,2,ChIJU_DWLZz2wokRulFZWrgHCtg,4.5,"c(""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment"")",40.8472474,-73.9368648,TRUE,Washington Heights,2020-05-23,2020-05-24T00:32:29Z,NA
Con Sabor A Mexico,OPERATIONAL,NA,ChIJDbhYmaD2wokRyoh7Iry4ASg,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8389251,-73.9410236,TRUE,Washington Heights,2020-05-23,2020-05-24T00:32:29Z,NA
New San Francisco,OPERATIONAL,NA,ChIJnRCepJ32wokRvFHFQ4-VzI0,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.850689,-73.93645599999999,TRUE,Washington Heights,2020-05-23,2020-05-24T00:32:29Z,NA
GoGo-Gi,OPERATIONAL,1,ChIJkdy5qpz2wokRniTfRmDCTzA,4.5,"c(""meal_delivery"", ""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8374464,-73.9420766,TRUE,Washington Heights,2020-05-23,2020-05-24T00:32:29Z,NA
La Casa Del Mofongo,OPERATIONAL,2,ChIJH_3_XR70wokRk49y2KuyfBQ,4.1,"c(""night_club"", ""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8334982,-73.9411958,TRUE,Washington Heights,2020-05-23,2020-05-24T00:32:29Z,NA
Mi Ranchito,OPERATIONAL,NA,ChIJr94Jjh70wokRopGmmzLWKKo,4.1,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8537026,-73.9308509,TRUE,Washington Heights,2020-05-23,2020-05-24T00:32:29Z,NA
Merienda Snack Bar,OPERATIONAL,NA,ChIJ0UHBVt73wokRvAGWXorOCy0,4.8,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8471617,-73.9378019,TRUE,Washington Heights,2020-05-23,2020-05-24T00:32:29Z,NA
Mambi,OPERATIONAL,1,ChIJu3XVJaD2wokR8vwbqmztsPk,4.3,"c(""meal_delivery"", ""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8475529,-73.9384493,TRUE,Washington Heights,2020-05-23,2020-05-24T00:32:29Z,NA
Barrel 79,OPERATIONAL,NA,ChIJ2ZmeOd_3wokR6pskD2LPgio,4.7,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8511718,-73.9401541,TRUE,Washington Heights,2020-05-23,2020-05-24T00:32:29Z,NA
Taino,OPERATIONAL,1,ChIJa44e-J32wokRhs0HP5pImbI,4.2,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.84704259999999,-73.9379494,TRUE,Washington Heights,2020-05-23,2020-05-24T00:32:29Z,NA
Chop Chop,OPERATIONAL,2,ChIJRaJSShn0wokRY0TgYHYfpEY,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8433196,-73.9388948,TRUE,Washington Heights,2020-05-23,2020-05-24T00:32:29Z,NA
